Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R1614,2194,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1615,580,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1616,571,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1617,666,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1618,932,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1619,930,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1620,834,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1621,824,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1622,BG-1,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1623,BG-2,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1624,BG-3,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1625,BG-4,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1626,BG-5,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1627,BG-6,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1628,MG-1,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1629,MG-2,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1630,MG-3,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1631,MG-4,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1632,GP-1,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1633,GP-2,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1634,GP-3,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1635,GP-4,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1636,GP-5,148–150 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1655,Z1,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1656,D12-2,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1657,D13,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1658,D14,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1659,D0010,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1660,D0013,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1661,D9,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1662,D9-3,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1663,D0003-4,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1664,D0004,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1665,Z3,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1666,D3-4,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1667,D0009,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1668,D0007,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1669,D0008-1,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0123,REF0123,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1670,NY-04,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0124,REF0124,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1671,NY-05,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0124,REF0124,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1672,NY-06,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0124,REF0124,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1673,NY-07,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0124,REF0124,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1674,NY-08,215.5 ± 1.5 Ma,S,GG0024,Nanyue,REF0124,REF0124,GG0024,Nanyue,Hunan,,Named pluton or intrusive unit,The linked references explicitly identify the Nanyue; all associated records are assigned to that named geological unit.,High,20,REF0123; REF0124,RCB0020,REF0123; REF0124
R1680,LJS-1,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1681,LJS-2,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1682,LJS-3,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1683,LJS-4,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1684,LJS-5,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1685,LJS-6,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1686,LJS-7,86.66 ± 0.42 Ma; 86.72 ± 0.47 Ma; 86.02 ± 0.48 Ma,S,GG0099,Laojunshan granite complex,REF0126,REF0126,GG0099,Laojunshan granite complex,Yunnan,,Granite complex,The linked study defines the analyzed rocks as the Laojunshan granite complex; records are retained together at that documented composite or regional geological level.,High,7,REF0126,RCB0060,REF0126
R1700,JD005,150 Ma,S,GG0018,Linghou,REF0128,REF0128,GG0018,Linghou,Zhejiang,,Named pluton or intrusive unit,The linked references explicitly identify the Linghou; all associated records are assigned to that named geological unit.,High,15,REF0128; REF0129,RCB0016,REF0128; REF0129
R1701,JD006,150 Ma,S,GG0018,Linghou,REF0128,REF0128,GG0018,Linghou,Zhejiang,,Named pluton or intrusive unit,The linked references explicitly identify the Linghou; all associated records are assigned to that named geological unit.,High,15,REF0128; REF0129,RCB0016,REF0128; REF0129
R1702,JD007,150 Ma,S,GG0018,Linghou,REF0128,REF0128,GG0018,Linghou,Zhejiang,,Named pluton or intrusive unit,The linked references explicitly identify the Linghou; all associated records are assigned to that named geological unit.,High,15,REF0128; REF0129,RCB0016,REF0128; REF0129
R1703,JD009,150 Ma,S,GG0018,Linghou,REF0128,REF0128,GG0018,Linghou,Zhejiang,,Named pluton or intrusive unit,The linked references explicitly identify the Linghou; all associated records are assigned to that named geological unit.,High,15,REF0128; REF0129,RCB0016,REF0128; REF0129
R1704,JD010,150 Ma,S,GG0018,Linghou,REF0128,REF0128,GG0018,Linghou,Zhejiang,,Named pluton or intrusive unit,The linked references explicitly identify the Linghou; all associated records are assigned to that named geological unit.,High,15,REF0128; REF0129,RCB0016,REF0128; REF0129
